date,Aatrox,Ahri,Akali,Alistar,Amumu,Anivia,Annie,Ashe,Aurelion Sol,Azir,Bard,Blitzcrank,Brand,Braum,Caitlyn,Camille,Cassiopeia,Cho'Gath,Corki,Darius,Diana,Dr. Mundo,Draven,Ekko,Elise,Evelynn,Ezreal,Fiddlesticks,Fiora,Fizz,Galio,Gangplank,Garen,Gnar,Gragas,Graves,Hecarim,Heimerdinger,Illaoi,Irelia,Ivern,Janna,Jarvan IV,Jax,Jayce,Jhin,Jinx,Kalista,Karma,Karthus,Kassadin,Katarina,Kayle,Kayn,Kennen,Kha'Zix,Kindred,Kled,Kog'Maw,LeBlanc,Lee Sin,Leona,Lissandra,Lucian,Lulu,Lux,Malphite,Malzahar,Maokai,Master Yi,Miss Fortune,Mordekaiser,Morgana,Nami,Nasus,Nautilus,Nidalee,Nocturne,Nunu,Olaf,Orianna,Ornn,Pantheon,Poppy,Quinn,Rakan,Rammus,Rek'Sai,Renekton,Rengar,Riven,Rumble,Ryze,Sejuani,Shaco,Shen,Shyvana,Singed,Sion,Sivir,Skarner,Sona,Soraka,Swain,Syndra,Tahm Kench,Taliyah,Talon,Taric,Teemo,Thresh,Tristana,Trundle,Tryndamere,Twisted Fate,Twitch,Udyr,Urgot,Varus,Vayne,Veigar,Vel'Koz,Vi,Viktor,Vladimir,Volibear,Warwick,Wukong,Xayah,Xerath,Xin Zhao,Yasuo,Yorick,Zac,Zed,Ziggs,Zilean,Zyra
46,202.77,241.14,188.65,68.21,84.8,247.51,181.76,253.03,255.3,280.16,58.82,68.39,134.98,62.53,273.62,196.78,244.49,172.06,269.48,229.31,168.01,199.45,256.48,225.24,69.56,77.04,239.07,109.2,251.08,185.01,198.03,296.63,239.6,222.57,105.11,140.89,88.74,240.77,253.84,249.46,27.59,24.31,137.89,172.7,246.16,259.23,283.39,282.79,89.88,238.5,223.15,219.1,211.94,114.63,222.94,82.21,108.86,232.44,261.98,185.29,73.14,67.67,265.37,273.78,35.59,183.62,161.2,250.57,136.31,132.26,250.23,219.58,83.54,28.19,262.18,92.91,86.73,110.91,89.0,147.92,249.51,166.28,177.04,151.46,227.83,27.65,87.59,63.88,265.58,109.76,244.51,228.7,237.65,80.26,107.55,172.4,115.67,261.73,175.33,317.94,82.5,35.89,31.48,231.45,261.27,86.7,227.74,229.77,66.52,221.0,48.6,284.54,205.49,256.53,231.75,223.44,124.53,233.06,271.58,273.12,208.77,187.43,84.14,264.18,259.61,114.48,88.23,166.2,281.67,236.35,103.64,279.15,289.13,73.43,235.78,241.79,113.55,87.9
47,212.1,242.51,196.89,70.62,88.55,243.42,186.83,257.05,251.67,288.07,58.57,70.29,137.97,62.14,279.43,198.85,247.48,175.41,279.77,234.16,172.09,202.98,261.7,230.86,71.92,81.42,244.62,110.75,252.91,184.78,201.26,302.46,237.78,228.28,106.18,148.15,89.4,243.37,252.4,248.52,31.07,25.0,136.2,179.91,257.57,264.32,288.96,287.09,93.69,240.78,223.43,222.46,202.77,118.8,229.92,85.18,117.65,236.52,267.8,186.18,74.56,68.46,263.74,279.25,38.65,184.98,162.48,253.43,135.11,137.86,256.44,226.34,83.36,27.73,270.78,95.96,90.75,113.88,85.9,143.72,252.26,168.82,173.77,157.87,234.12,29.57,91.41,69.04,268.68,109.14,247.86,241.38,239.63,83.76,109.63,171.4,119.23,266.55,175.39,325.86,86.75,36.41,33.43,237.64,262.24,85.18,231.7,235.65,69.93,223.95,49.47,290.76,216.69,261.83,232.36,230.19,133.38,233.53,277.33,279.46,210.95,188.92,88.93,266.93,266.57,117.78,88.59,172.7,287.8,244.18,108.47,288.63,299.35,77.25,237.81,245.35,124.12,92.01
48,223.31,249.13,204.06,74.3,90.41,243.04,186.55,262.54,248.67,286.82,61.39,72.45,140.51,63.65,284.24,199.81,252.52,172.24,288.47,238.09,175.2,202.36,265.4,237.8,72.96,82.21,249.92,111.31,270.4,181.78,211.82,306.73,243.91,229.58,115.24,153.53,92.68,253.81,265.4,244.19,33.9,25.76,136.82,177.35,261.11,270.75,294.73,295.56,100.87,243.63,226.88,223.78,207.76,123.92,232.32,85.4,122.0,239.59,271.03,185.88,75.35,68.36,267.68,281.48,37.97,189.36,162.53,256.71,141.76,140.52,260.45,232.3,87.19,28.66,276.16,97.41,94.53,122.64,85.94,145.06,253.41,172.8,173.8,157.56,239.83,29.61,94.22,70.54,275.99,113.8,254.58,245.77,235.79,88.21,109.31,177.49,123.76,275.86,179.44,327.86,85.15,37.42,33.59,243.84,264.64,87.24,233.96,241.88,65.67,231.25,51.09,300.11,220.68,263.78,236.61,238.44,133.0,237.93,286.33,285.61,215.78,189.27,91.76,276.34,272.08,121.38,89.02,175.29,290.88,251.14,113.6,295.85,291.55,78.86,242.37,244.99,126.81,95.53
49,197.7,252.4,205.91,72.26,90.16,243.71,187.08,270.64,249.78,294.08,62.96,73.82,139.12,62.89,284.94,212.52,258.77,174.54,288.0,239.48,175.87,206.67,271.86,242.81,71.41,85.0,256.29,117.58,276.5,186.47,207.62,311.13,242.06,231.33,119.88,155.43,101.63,260.09,268.97,252.58,38.21,25.72,137.94,187.32,262.55,275.52,300.46,298.98,109.31,246.89,237.03,228.34,208.44,125.55,230.05,88.37,120.5,242.31,277.9,194.16,79.16,69.02,274.0,286.65,39.3,194.87,165.13,263.15,145.72,141.29,264.44,229.12,84.02,31.82,279.04,100.06,90.91,127.61,84.47,151.37,259.99,180.05,180.07,159.53,248.73,29.83,99.52,74.65,276.9,113.81,263.67,255.74,243.37,90.56,120.47,177.75,124.45,286.13,187.73,337.33,87.77,38.88,35.16,248.08,270.72,88.12,236.34,238.06,68.4,238.36,51.73,306.79,217.91,270.31,241.1,238.05,141.3,246.29,290.76,288.2,217.38,200.57,96.46,283.75,275.56,131.16,91.31,177.29,299.99,269.33,116.81,302.69,291.55,84.96,242.11,250.62,135.94,97.13
50,180.86,256.66,213.73,76.61,92.7,242.03,187.78,277.12,252.88,295.68,63.06,75.02,140.78,64.16,288.79,217.28,258.63,176.51,303.53,237.54,178.07,202.48,278.89,249.78,76.19,85.95,256.39,117.68,277.44,192.69,215.93,312.68,250.55,232.62,122.66,165.67,103.63,262.35,276.23,251.0,41.8,26.25,141.0,195.56,263.57,283.23,307.34,300.44,114.14,244.19,233.94,227.73,205.95,130.25,235.91,88.97,129.71,248.39,282.14,192.52,81.04,70.45,285.19,292.07,41.06,200.28,172.53,264.94,154.07,142.9,263.64,232.11,83.67,34.87,283.83,102.29,90.89,147.69,96.27,147.97,260.91,176.67,182.34,166.19,259.52,31.87,98.8,69.94,282.53,115.62,263.22,255.67,250.48,94.18,127.12,175.84,127.64,290.19,191.93,338.96,88.85,39.59,33.58,239.81,270.52,92.06,242.51,243.92,68.13,245.31,53.68,313.84,225.97,285.31,239.0,232.91,143.95,251.76,301.17,291.33,230.19,200.12,103.15,288.56,267.07,124.4,93.68,179.38,304.56,279.05,120.59,309.24,294.84,79.55,247.15,253.65,123.11,104.3
51,154.0,260.8,238.55,79.63,91.17,266.39,186.62,284.87,261.19,318.41,67.31,74.22,142.38,65.07,296.03,210.36,263.13,190.81,304.65,247.9,177.75,204.3,280.21,255.73,82.16,91.36,258.97,116.94,281.76,197.53,214.91,317.0,258.11,243.47,128.0,172.5,105.08,264.72,276.22,251.84,48.86,26.61,146.73,199.03,262.25,288.59,308.7,308.71,124.67,245.42,243.43,237.57,202.46,137.04,228.52,91.02,133.82,242.88,299.45,195.28,83.61,71.47,290.29,297.5,43.31,202.95,171.74,271.54,152.75,135.57,266.42,251.64,87.46,35.47,290.85,104.77,88.5,146.44,97.4,125.81,263.82,175.77,192.32,159.56,256.32,32.5,100.56,71.4,282.43,115.34,270.33,252.83,261.83,89.87,120.43,175.85,134.3,294.45,180.73,338.22,89.88,42.54,35.82,238.75,279.75,89.74,246.67,254.65,69.4,246.58,52.77,317.47,249.45,292.61,235.97,234.08,158.41,254.14,307.57,290.4,234.54,203.41,113.0,295.59,265.35,120.41,92.76,180.39,310.99,283.13,125.12,317.73,309.15,86.87,251.62,255.95,125.0,98.61
52,154.0,267.24,257.47,81.67,94.64,277.95,180.44,290.06,262.33,333.0,67.87,75.37,143.8,69.03,299.63,205.71,274.47,191.67,315.07,252.71,189.12,204.32,287.33,254.37,86.33,90.92,260.76,118.53,283.03,201.32,209.16,329.0,260.63,246.36,142.42,172.83,110.85,268.52,288.0,261.08,48.83,28.36,152.82,205.47,272.05,295.17,315.45,309.95,134.11,256.26,255.18,235.97,219.67,142.08,219.88,92.33,132.21,244.24,304.0,196.07,82.21,72.5,307.75,300.24,42.25,211.53,177.36,282.26,156.12,135.92,270.65,274.3,93.01,35.77,292.05,100.0,87.44,147.5,106.29,118.41,261.4,182.67,191.09,166.12,250.59,34.72,107.65,74.62,294.53,108.61,267.86,257.72,251.0,89.17,133.97,178.23,133.53,300.54,181.96,345.37,96.86,45.69,38.16,243.23,281.23,94.64,252.39,249.94,75.24,249.21,55.27,323.2,242.25,296.06,232.57,234.84,159.0,257.42,310.52,298.34,235.35,205.65,113.56,299.13,270.75,138.11,94.94,189.74,316.97,287.33,134.8,315.65,291.44,87.62,251.77,270.16,143.55,105.34
53,113.0,276.72,259.42,72.0,103.55,295.5,179.55,298.06,269.38,336.31,71.21,77.29,152.39,72.43,304.81,211.0,277.78,196.28,327.6,259.55,183.2,188.86,292.21,260.09,81.57,90.0,264.74,126.5,294.39,211.42,215.32,334.7,262.55,269.47,146.03,180.58,113.62,286.5,284.38,247.11,50.0,28.32,147.46,214.94,267.88,296.12,327.62,307.0,119.17,253.17,258.55,233.39,211.63,148.24,199.64,95.88,131.7,245.13,304.29,195.62,82.89,75.89,314.63,303.24,37.86,213.11,181.58,270.37,161.15,140.95,276.92,271.11,92.82,40.12,291.41,102.35,89.08,112.33,108.57,119.77,259.24,181.3,194.43,157.64,256.67,33.36,97.93,74.0,295.0,111.64,260.17,264.06,258.82,93.67,137.77,180.84,130.67,272.43,192.53,352.53,108.4,45.62,41.77,256.44,295.76,102.93,247.36,255.92,73.38,256.16,55.82,328.15,216.43,295.32,241.4,230.56,166.44,261.19,306.75,304.39,241.87,211.74,123.92,299.0,268.71,139.0,96.24,185.76,325.16,285.68,142.45,308.78,310.67,86.85,259.66,273.0,139.71,103.83
54,52.0,277.89,258.27,77.33,102.56,303.8,183.64,299.95,281.14,332.7,76.55,75.48,161.39,70.94,303.43,242.75,279.63,202.59,337.57,261.76,194.73,202.45,295.36,255.86,78.17,90.13,269.92,129.6,295.0,215.32,213.44,350.7,266.04,275.5,141.15,187.53,114.3,285.36,287.77,253.71,51.2,28.52,148.97,234.93,267.82,307.14,329.88,324.2,114.89,274.38,246.0,231.17,197.17,142.81,205.13,103.95,118.78,249.5,313.27,187.1,81.65,79.63,335.83,303.5,35.04,210.71,175.21,268.5,152.88,144.25,282.53,261.86,94.03,45.56,298.0,103.38,103.43,55.0,116.0,107.18,253.96,173.2,212.89,165.6,245.78,30.24,103.92,69.38,303.31,113.79,261.44,288.0,244.86,83.36,147.29,170.45,145.82,309.5,212.92,349.92,111.5,46.28,52.95,272.5,296.36,102.75,245.22,267.06,75.9,257.4,54.58,343.06,221.29,290.41,245.67,235.88,178.5,244.7,299.25,311.75,253.93,221.14,132.55,306.63,284.83,137.0,93.92,207.29,335.57,291.25,154.22,318.0,311.5,90.26,266.38,276.47,157.0,107.67
55,52.0,277.49,258.8,78.4,108.54,326.0,191.3,311.15,339.6,338.78,77.81,67.18,158.25,74.71,302.1,235.33,280.17,183.5,340.14,259.33,192.29,203.78,293.26,243.74,91.5,80.0,276.46,130.8,308.88,220.13,214.45,359.36,276.67,270.38,144.8,201.42,127.86,296.1,282.55,259.6,52.2,30.23,128.78,272.42,278.5,310.74,339.63,325.83,114.15,272.86,269.33,244.0,202.67,149.11,247.0,101.26,110.0,257.67,298.18,188.3,85.74,85.7,337.83,303.82,38.75,204.79,168.0,292.19,161.94,144.58,285.53,238.0,85.58,49.31,307.0,95.92,68.5,55.0,125.25,120.43,251.78,180.59,209.14,164.88,263.5,32.62,104.9,75.2,294.5,117.24,262.82,299.56,246.0,77.8,151.44,177.63,153.5,307.4,182.67,340.56,115.75,43.62,59.93,289.4,296.0,118.86,242.86,291.56,73.0,263.94,54.07,343.64,217.0,286.15,254.08,240.05,164.2,253.33,287.38,317.36,260.08,235.29,123.11,327.8,286.9,146.17,82.47,227.73,345.92,300.33,152.75,313.67,233.0,89.31,268.15,260.42,171.08,104.08
56,58.0,278.0,260.0,82.89,112.45,349.33,189.2,314.14,353.0,345.43,89.25,69.67,153.44,76.33,291.79,195.0,289.06,173.42,362.4,259.75,188.75,204.33,298.79,254.05,92.25,82.33,277.86,115.5,321.57,236.33,208.6,349.25,287.38,297.25,141.67,213.44,130.0,293.0,312.83,266.67,34.67,28.24,132.86,274.87,294.71,312.32,348.8,314.33,142.88,254.5,270.83,244.63,206.67,146.86,247.0,104.71,86.67,271.83,324.63,191.29,90.04,86.77,318.0,318.1,35.17,209.5,127.67,298.27,161.67,149.47,290.15,270.0,88.2,43.38,303.09,89.88,67.0,nan,94.33,98.83,248.4,185.06,197.18,163.71,263.29,31.13,129.0,73.5,296.0,135.25,260.61,309.71,249.83,77.0,161.0,166.22,138.67,310.4,166.4,323.6,137.0,46.0,66.0,281.5,296.9,130.0,242.17,335.83,72.2,264.67,55.8,348.32,218.2,280.18,246.75,256.52,205.25,266.33,305.5,328.22,255.0,218.71,114.0,333.25,273.5,167.0,83.42,218.88,336.95,289.29,166.0,317.4,238.0,82.82,275.36,227.0,143.8,108.57
57,58.0,275.88,244.71,92.25,124.88,350.0,243.67,318.61,357.0,349.43,95.3,70.63,164.0,73.43,293.8,209.0,282.92,177.17,393.0,250.56,199.33,217.71,296.0,268.73,93.0,83.0,270.61,127.6,322.0,225.78,225.14,339.27,309.2,298.0,121.8,218.89,126.0,287.0,323.8,nan,35.33,28.25,140.17,288.38,295.71,321.25,357.77,318.33,126.2,270.5,276.0,250.71,189.0,151.97,241.0,109.73,86.67,258.0,328.5,147.0,94.79,86.92,320.4,317.76,35.75,219.56,128.0,316.43,174.0,159.6,307.69,256.0,93.79,40.27,299.0,97.67,67.0,nan,95.0,75.0,259.8,194.23,191.2,140.67,263.83,34.29,140.6,86.0,307.25,152.88,249.75,307.5,280.0,82.33,174.64,177.63,142.67,381.67,205.67,315.75,101.0,45.25,70.17,269.0,310.43,146.0,271.5,336.67,73.0,286.94,54.79,346.95,192.33,279.6,236.56,254.75,226.0,276.0,306.17,339.12,270.47,219.27,117.71,337.25,269.67,168.67,80.6,227.67,334.82,282.67,175.86,334.82,238.0,85.29,288.38,230.0,150.78,115.22
58,58.0,294.0,228.83,101.67,128.29,258.0,144.0,314.22,357.5,361.33,69.0,76.0,152.33,74.71,304.25,218.0,285.44,181.36,388.33,266.4,210.63,226.0,296.89,296.0,97.5,92.75,271.44,141.33,341.67,233.57,241.2,332.29,304.0,264.0,160.67,225.22,127.0,331.0,377.0,nan,35.33,32.33,116.0,341.2,269.5,332.71,382.0,267.0,138.33,285.33,343.0,263.0,151.0,159.43,244.5,109.33,112.0,358.0,314.6,157.5,93.8,87.09,315.0,315.25,45.0,227.17,131.4,336.45,164.0,153.3,328.0,274.0,83.62,43.6,301.5,103.4,67.0,nan,83.0,79.0,267.63,187.42,161.0,169.33,270.8,34.29,176.67,86.0,307.75,158.57,285.33,304.0,287.0,84.67,156.5,157.8,148.0,382.0,205.67,219.0,102.0,40.75,69.0,195.0,332.83,172.67,278.0,359.0,66.0,290.36,56.5,327.31,172.0,299.71,245.29,258.58,251.0,277.0,319.33,353.65,282.31,235.33,114.0,367.0,263.0,198.0,82.25,270.0,340.25,267.6,191.5,342.55,246.0,87.0,281.57,208.5,149.83,130.33
59,nan,308.1,214.4,108.0,126.2,263.0,147.0,319.56,399.0,321.33,55.5,81.4,191.0,75.33,306.8,218.0,285.83,184.18,410.0,265.33,223.29,229.8,312.29,300.71,97.5,101.5,266.29,145.0,356.13,247.2,275.0,332.67,302.57,nan,143.0,219.0,129.0,331.0,359.0,nan,42.0,31.75,87.6,348.13,228.0,345.44,389.86,nan,144.0,306.5,249.0,283.0,91.0,163.5,245.0,105.0,119.5,365.5,289.0,98.0,94.62,93.88,320.5,310.67,67.0,241.68,75.5,346.25,141.0,164.29,332.1,278.0,86.5,44.4,317.5,111.0,70.0,nan,83.0,107.0,257.14,210.11,nan,231.5,265.5,28.33,177.0,29.0,304.33,136.5,278.0,288.0,276.5,82.5,170.2,166.0,156.0,348.0,207.0,nan,102.0,28.0,73.0,nan,338.8,176.0,283.67,357.5,83.0,280.09,52.27,326.22,175.0,306.29,260.5,269.24,192.0,280.0,314.5,368.0,288.11,218.0,115.83,369.5,279.0,198.5,83.0,207.0,333.08,219.0,178.5,323.44,246.0,89.14,282.25,257.0,158.4,141.2
60,nan,322.11,220.75,101.25,127.8,270.0,147.0,322.38,403.0,322.0,68.0,93.67,193.8,76.17,341.88,nan,283.2,199.17,436.0,272.33,233.67,236.75,319.0,300.0,102.0,101.5,277.25,124.5,338.33,235.25,282.0,367.75,321.4,nan,150.0,228.57,133.5,334.0,359.0,nan,42.0,35.17,90.6,342.0,228.0,363.17,415.83,nan,144.0,342.0,nan,nan,91.0,164.83,247.0,99.33,122.0,368.0,293.33,98.0,102.67,99.5,321.0,306.33,45.0,245.75,78.5,360.17,292.0,173.5,344.17,278.0,87.1,47.25,320.67,115.0,71.0,nan,nan,107.0,256.83,209.0,nan,228.0,280.33,22.0,177.33,43.0,307.67,144.5,276.6,288.0,279.0,93.5,153.25,171.5,157.0,357.0,195.0,nan,102.0,28.0,88.75,nan,350.67,132.5,289.5,360.0,85.0,281.0,45.3,331.0,175.0,312.14,263.83,270.56,198.0,283.5,315.0,381.0,267.86,208.5,121.8,369.5,288.0,199.5,86.0,265.0,354.0,220.33,179.5,319.5,nan,77.8,282.11,260.5,175.0,154.38
61,nan,328.22,234.0,108.33,116.67,270.0,nan,343.4,407.0,327.67,77.0,107.5,199.0,76.0,361.0,nan,287.2,201.83,nan,245.5,238.83,228.33,317.2,290.25,105.5,98.0,282.29,182.0,320.4,246.0,257.33,381.67,323.75,nan,150.0,274.5,169.0,334.0,nan,nan,42.0,32.0,99.75,395.0,nan,364.2,441.4,nan,149.0,nan,nan,nan,71.0,171.38,251.5,114.0,122.0,371.0,301.67,101.0,101.38,101.17,290.0,267.5,46.0,251.67,78.5,302.67,nan,177.33,354.6,278.0,92.57,41.0,350.5,116.0,nan,nan,nan,107.0,259.6,219.8,nan,228.0,179.0,22.0,179.0,48.0,325.5,145.5,276.8,288.0,284.0,94.0,153.5,176.0,166.0,358.0,195.0,nan,nan,28.0,70.5,nan,420.5,133.5,299.5,361.5,nan,279.27,45.67,291.33,nan,346.8,251.6,274.94,208.0,281.0,384.0,402.71,288.8,213.5,124.2,347.0,300.0,229.0,88.0,265.0,352.67,230.0,159.33,370.5,nan,79.25,273.33,nan,255.5,149.8
62,nan,338.5,323.0,109.0,116.67,276.0,nan,331.25,407.0,331.67,82.0,159.0,194.67,76.25,361.0,nan,295.25,237.25,nan,249.0,240.4,236.0,330.6,297.0,106.5,98.0,290.6,189.0,297.0,250.5,381.0,374.5,342.5,nan,nan,281.25,169.0,337.0,nan,nan,45.0,27.0,105.0,417.5,nan,391.0,442.75,nan,189.5,nan,nan,nan,72.0,173.43,nan,118.0,112.0,375.5,324.5,nan,81.5,107.5,295.0,256.5,nan,243.57,86.0,262.0,nan,205.75,399.67,nan,88.6,49.0,353.25,nan,nan,nan,nan,107.0,152.5,226.8,nan,231.0,184.0,22.0,179.0,48.0,269.0,149.0,271.5,288.0,284.0,98.0,193.67,177.0,167.0,358.0,196.0,nan,nan,28.0,70.5,nan,425.5,134.0,373.0,362.0,nan,289.5,53.67,304.4,nan,325.75,205.0,278.58,215.0,281.0,389.0,387.0,301.5,211.0,119.75,364.0,nan,241.0,89.33,nan,360.4,233.0,161.33,375.5,nan,39.5,302.0,nan,66.0,152.67
63,nan,327.83,323.0,109.0,117.0,277.0,nan,347.33,418.0,334.67,nan,167.0,198.67,77.67,367.4,nan,301.67,208.33,nan,230.0,239.0,323.0,313.0,307.0,108.0,107.0,260.67,197.0,304.67,253.0,381.0,379.5,345.5,nan,nan,255.0,180.0,nan,nan,nan,29.0,27.0,nan,354.0,nan,422.67,452.25,nan,189.5,nan,nan,nan,86.0,176.25,nan,118.0,112.0,383.5,331.5,nan,111.0,106.5,305.0,258.5,nan,247.29,91.0,262.5,nan,157.0,402.67,nan,91.75,78.0,355.25,nan,nan,nan,nan,107.0,189.0,250.25,nan,238.0,184.0,24.0,239.0,48.0,286.0,149.0,314.67,290.0,288.0,99.5,194.67,178.5,167.0,412.0,197.0,nan,nan,28.0,70.5,nan,nan,nan,nan,346.0,nan,268.22,53.67,285.33,nan,386.0,205.5,282.0,217.0,281.0,390.0,378.0,296.0,219.0,123.25,369.0,nan,247.0,77.0,nan,358.5,237.0,127.5,nan,nan,39.5,301.0,nan,66.0,211.0
64,nan,335.5,325.0,110.33,117.0,280.0,nan,349.33,422.0,337.33,nan,169.0,201.67,79.0,382.5,nan,308.0,212.67,nan,230.0,209.67,326.0,315.75,308.5,49.0,108.0,266.0,197.0,311.33,173.0,381.0,384.0,418.0,nan,nan,257.67,180.0,nan,nan,nan,nan,27.0,nan,359.0,nan,430.0,454.75,nan,191.0,nan,nan,nan,97.0,202.0,nan,118.0,112.0,391.5,333.5,nan,115.0,106.5,310.0,259.0,nan,250.71,91.0,262.5,nan,160.0,404.67,nan,92.0,86.0,357.5,nan,nan,nan,nan,107.0,189.0,252.0,nan,243.0,185.0,26.0,239.0,48.0,286.0,149.0,316.0,300.0,331.0,100.5,259.5,179.0,171.0,416.0,197.0,nan,nan,28.0,70.5,nan,nan,nan,nan,348.0,nan,276.14,53.83,286.67,nan,380.0,211.5,272.1,218.0,288.0,397.0,378.0,388.5,219.0,125.0,369.0,nan,258.0,36.0,nan,325.67,246.0,133.5,nan,nan,39.5,264.0,nan,66.0,nan
65,nan,359.2,nan,110.33,121.33,287.0,nan,354.0,nan,323.0,nan,171.0,207.0,77.0,424.33,nan,353.5,224.5,nan,230.0,227.0,351.0,320.25,311.5,49.0,108.0,269.67,197.0,310.0,173.0,387.0,386.0,424.0,nan,nan,264.0,nan,nan,nan,nan,nan,38.0,nan,363.0,nan,468.5,487.5,nan,265.0,nan,nan,nan,103.0,151.0,nan,118.0,112.0,394.0,334.5,nan,162.0,107.5,313.0,nan,nan,273.17,94.0,402.0,nan,159.0,401.5,nan,93.75,93.0,360.5,nan,nan,nan,nan,nan,nan,252.0,nan,243.0,199.0,27.0,243.5,48.0,290.0,132.0,272.0,300.0,336.0,101.5,172.0,199.0,nan,nan,201.0,nan,nan,28.0,72.5,nan,nan,nan,nan,348.0,nan,290.67,40.0,292.33,nan,386.5,214.5,266.63,226.0,293.0,404.0,nan,365.0,nan,134.5,374.0,nan,nan,nan,nan,336.5,322.0,140.5,nan,nan,39.5,266.0,nan,66.0,nan
66,nan,364.6,nan,110.33,122.33,287.0,nan,355.0,nan,323.5,nan,171.0,208.5,78.5,426.33,nan,359.0,230.0,nan,230.0,102.0,353.0,325.5,321.5,49.0,108.0,356.5,203.0,321.0,nan,387.0,395.0,424.0,nan,nan,265.0,nan,nan,nan,nan,nan,38.0,nan,nan,nan,477.5,492.5,nan,265.0,nan,nan,nan,103.0,157.0,nan,118.0,112.0,394.0,338.0,nan,162.0,108.0,313.0,nan,nan,274.83,94.0,405.0,nan,162.0,402.5,nan,95.5,93.0,361.5,nan,nan,nan,nan,nan,nan,255.33,nan,nan,199.0,30.0,247.5,48.0,290.0,135.0,275.0,304.0,338.0,101.5,172.0,nan,nan,nan,202.0,nan,nan,29.0,72.5,nan,nan,nan,nan,352.0,nan,285.6,40.0,295.33,nan,387.0,216.5,271.14,228.0,293.0,405.0,nan,366.0,nan,134.5,374.0,nan,nan,nan,nan,337.5,324.0,176.0,nan,nan,39.5,266.0,nan,66.0,nan
67,nan,342.75,nan,112.0,143.0,290.0,nan,358.67,nan,232.0,nan,nan,212.5,79.5,430.0,nan,359.0,235.5,nan,nan,102.0,353.0,331.25,326.0,49.0,nan,nan,203.0,344.0,nan,387.0,289.0,424.0,nan,nan,283.0,nan,nan,nan,nan,nan,38.0,nan,nan,nan,485.5,492.5,nan,265.0,nan,nan,nan,104.0,126.0,nan,118.0,121.0,nan,nan,nan,163.0,96.0,nan,nan,nan,258.6,94.0,nan,nan,199.0,502.0,nan,111.33,97.0,363.25,nan,nan,nan,nan,nan,nan,245.5,nan,nan,199.0,30.0,335.0,48.0,306.0,135.0,278.0,316.0,338.0,82.0,nan,nan,nan,nan,202.0,nan,nan,29.0,103.0,nan,nan,nan,nan,356.0,nan,296.25,42.33,254.5,nan,516.0,216.0,272.8,229.0,nan,405.0,nan,nan,nan,137.0,nan,nan,nan,nan,nan,338.0,325.0,180.0,nan,nan,39.5,266.0,nan,nan,nan
68,nan,337.0,nan,116.33,145.0,290.0,nan,362.67,nan,233.0,nan,nan,nan,80.0,442.0,nan,nan,nan,nan,nan,102.0,nan,418.0,327.0,nan,nan,nan,203.0,353.0,nan,nan,nan,439.0,nan,nan,288.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,489.0,461.0,nan,267.0,nan,nan,nan,109.0,131.0,nan,122.0,124.0,nan,nan,nan,nan,97.0,nan,nan,nan,254.0,94.0,nan,nan,199.0,nan,nan,114.0,97.0,408.33,nan,nan,nan,nan,nan,nan,249.5,nan,nan,nan,30.0,337.0,nan,306.0,135.0,281.0,319.0,nan,85.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,269.0,62.0,216.0,nan,516.0,216.0,293.5,nan,nan,nan,nan,nan,nan,95.0,nan,nan,nan,nan,nan,302.0,325.0,186.0,nan,nan,31.0,278.0,nan,nan,nan
69,nan,303.0,nan,112.5,145.0,nan,nan,414.0,nan,nan,nan,nan,nan,83.0,453.0,nan,nan,nan,nan,nan,102.0,nan,479.0,nan,nan,nan,nan,209.0,353.0,nan,nan,nan,nan,nan,nan,288.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,463.0,nan,nan,270.0,nan,nan,nan,116.0,136.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,236.5,nan,nan,nan,203.0,nan,nan,117.33,nan,313.5,nan,nan,nan,nan,nan,nan,156.0,nan,nan,nan,nan,340.0,nan,314.0,nan,nan,nan,nan,86.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,230.0,nan,216.0,nan,516.0,216.0,312.67,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,337.0,nan,nan,nan,32.0,285.0,nan,nan,nan
70,nan,304.5,nan,172.0,148.0,nan,nan,433.0,nan,nan,nan,nan,nan,83.0,453.0,nan,nan,nan,nan,nan,nan,nan,489.0,nan,nan,nan,nan,212.0,371.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,469.0,nan,nan,270.0,nan,nan,nan,116.0,136.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,276.0,nan,nan,nan,205.0,nan,nan,87.0,nan,313.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,343.0,nan,nan,nan,nan,nan,nan,86.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,230.0,nan,nan,nan,516.0,nan,273.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,341.0,nan,nan,nan,32.0,285.0,nan,nan,nan
